drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Serovir92,Moderna Therapeutics,2014,Vaccine,Allergy relief,"Insomnia, Diarrhea",370,Inhalation,Pregnancy,Take with food,150.41,Sq641YP,2027-04-23,Moderate,Rejected
Viraparin82,Moderna Therapeutics,1990,Vaccine,Pain relief,"Dry mouth, Constipation",160,Oral,Kidney impairment,Do not operate machinery,109.06,KF325QE,2026-03-07,Severe,Approved
Daxocillin84,AstraZeneca,1991,Anti-inflammatory,Fungal infections,Rash,600,Inhalation,Heart disease,Use with caution in elderly,285.48,sW914TV,2027-08-26,Moderate,Rejected
Cefprofen74,AstraZeneca,1990,Antidepressant,Pain relief,Rash,650,Oral,Kidney impairment,Do not operate machinery,457.37,NW181tl,2027-11-02,Moderate,Pending
Virazole97,Sanofi,2017,Antifungal,Fungal infections,"Dizziness, Nausea, Rash",40,Sublingual,Bleeding disorders,Do not operate machinery,58.29,BR732RT,2028-06-05,Severe,Pending
Serodipine28,Bayer AG,2024,Antifungal,Depression treatment,"Nausea, Dry mouth",410,Intravenous,Diabetes,Do not operate machinery,297.86,ge382Tr,2026-09-01,Moderate,Rejected
Loxomab52,Merck & Co.,2006,Antibiotic,Psychosis control,"Nausea, Fatigue",490,Intramuscular,Bleeding disorders,Take with food,436.32,dO535nT,2028-03-06,Severe,Rejected
Amoxvir73,Bayer AG,2019,Analgesic,Inflammation reduction,"Constipation, Headache, Dizziness",980,Oral,Bleeding disorders,Avoid sunlight exposure,485.28,SO381Iu,2025-12-12,Mild,Pending
Amoxzepam75,Roche Holding AG,2022,Antiviral,Depression treatment,"Rash, Diarrhea, Dry mouth",600,Topical,Bleeding disorders,May cause drowsiness,429.9,DA789YC,2026-08-23,Mild,Pending
Loxocillin12,Roche Holding AG,2009,Antiviral,Fungal infections,"Dry mouth, Nausea, Headache",750,Inhalation,Diabetes,May affect fertility,333.41,pb357SU,2025-09-03,Moderate,Rejected
Rivacillin44,GlaxoSmithKline,2009,Antidepressant,Fever reduction,"Headache, Insomnia, Nausea",400,Inhalation,Heart disease,Take with food,433.02,Pz575JJ,2026-11-02,Mild,Pending
Fenoprofen41,Bayer AG,1999,Antipsychotic,Inflammation reduction,Dizziness,70,Intramuscular,Pregnancy,May affect fertility,104.07,mh884EM,2026-06-20,Moderate,Rejected
Loxodipine66,AstraZeneca,2004,Anti-inflammatory,Prevent infectious disease,"Headache, Diarrhea, Insomnia",950,Rectal,High blood pressure,May cause drowsiness,325.27,jb180VH,2025-09-11,Mild,Approved
Rivadipine74,Novartis AG,1991,Vaccine,Inflammation reduction,Blurred vision,300,Intramuscular,Diabetes,Do not discontinue abruptly,387.9,Jd124PA,2026-07-18,Moderate,Rejected
Virazole83,Novartis AG,2017,Antihistamine,Depression treatment,Blurred vision,850,Sublingual,Kidney impairment,Take with food,108.13,Zu425Rx,2027-04-10,Moderate,Rejected
Virazepam74,Sanofi,2016,Analgesic,Bacterial infections,"Dry mouth, Nausea, Insomnia",470,Rectal,Bleeding disorders,May cause drowsiness,153.01,Ek588be,2026-11-20,Moderate,Rejected
Loxoxetine35,Pfizer Inc.,1991,Antibiotic,Fever reduction,Constipation,110,Rectal,Asthma,Avoid sunlight exposure,19.12,tL106Ta,2026-02-28,Mild,Rejected
Seroprofen86,Novartis AG,2009,Antihistamine,Psychosis control,"Dry mouth, Blurred vision",100,Intramuscular,Kidney impairment,Avoid sunlight exposure,485.92,yI494Mr,2028-01-04,Moderate,Rejected
Viraxetine61,Pfizer Inc.,2002,Analgesic,Prevent infectious disease,Insomnia,880,Topical,Bleeding disorders,Use with caution in elderly,426.3,EN290cG,2026-07-27,Moderate,Approved
Cefstatin50,Bayer AG,2004,Antibiotic,Prevent infectious disease,"Constipation, Nausea, Rash",250,Inhalation,Kidney impairment,Use with caution in elderly,497.23,Lc545Jp,2026-05-13,Moderate,Approved
Rivavir39,GlaxoSmithKline,1991,Antipsychotic,Pain relief,Blurred vision,690,Oral,Kidney impairment,Take with food,47.78,mg034NG,2025-08-06,Moderate,Pending
Amoxxetine18,AstraZeneca,2017,Antihistamine,Fungal infections,"Constipation, Diarrhea",890,Rectal,Liver disease,Do not operate machinery,332.48,tB426bS,2026-01-25,Severe,Pending
Zylocillin95,AstraZeneca,2023,Antidepressant,Fever reduction,Rash,60,Inhalation,Bleeding disorders,Avoid alcohol,385.7,LZ493ZE,2026-12-15,Moderate,Pending
Serodipine79,GlaxoSmithKline,2016,Vaccine,Allergy relief,"Dizziness, Blurred vision, Dry mouth",110,Oral,Bleeding disorders,May cause drowsiness,25.01,ZQ569QU,2027-02-14,Severe,Approved
Cefprofen62,GlaxoSmithKline,2013,Anti-inflammatory,Psychosis control,"Blurred vision, Dizziness, Headache",50,Inhalation,Bleeding disorders,Use with caution in elderly,338.29,kf776Ff,2027-12-27,Moderate,Pending
Daxozole56,Bayer AG,2015,Analgesic,Psychosis control,"Blurred vision, Dry mouth, Insomnia",970,Topical,Diabetes,May affect fertility,463.23,ZZ735dV,2026-12-05,Severe,Approved
Serodipine83,Bayer AG,1993,Antifungal,Pain relief,"Fatigue, Insomnia, Blurred vision",660,Topical,Kidney impairment,Avoid sunlight exposure,57.48,tF426kx,2027-03-05,Mild,Pending
Seroparin21,Merck & Co.,2024,Antihistamine,Fever reduction,Dry mouth,240,Sublingual,Liver disease,Do not operate machinery,260.89,Oa045tm,2028-05-21,Severe,Rejected
Fenoxetine29,Moderna Therapeutics,2001,Antihistamine,Allergy relief,"Blurred vision, Fatigue, Headache",470,Intravenous,Kidney impairment,Do not operate machinery,65.89,xl217Xm,2027-08-09,Mild,Pending
Rivavir50,Johnson & Johnson,1999,Antifungal,Viral infections,"Blurred vision, Diarrhea, Dizziness",670,Intravenous,Bleeding disorders,Do not discontinue abruptly,48.39,HA578nh,2026-04-30,Mild,Rejected
Zylozepam22,Moderna Therapeutics,2024,Antihistamine,Bacterial infections,"Nausea, Diarrhea",580,Intramuscular,Bleeding disorders,May cause drowsiness,445.28,kd768Dz,2025-12-24,Severe,Approved
Mecostatin10,Merck & Co.,2004,Antifungal,Fungal infections,Headache,290,Rectal,Asthma,May cause drowsiness,153.12,qf928rk,2026-12-18,Severe,Pending
Cefstatin50,Merck & Co.,2014,Antifungal,Psychosis control,"Fatigue, Dizziness",230,Rectal,Asthma,Monitor blood pressure,221.68,ff676uI,2028-03-04,Moderate,Pending
Viraprofen40,Merck & Co.,2017,Antihistamine,Pain relief,Nausea,40,Inhalation,Pregnancy,Take with food,119.11,xo439bI,2026-07-01,Severe,Approved
Fenoparin31,Pfizer Inc.,2013,Antihistamine,Allergy relief,"Dizziness, Dry mouth",470,Sublingual,Liver disease,May cause drowsiness,227.71,zk809Ls,2028-03-29,Moderate,Approved
Serozepam27,AstraZeneca,2009,Analgesic,Depression treatment,"Dry mouth, Fatigue",750,Sublingual,Kidney impairment,May cause drowsiness,276.25,dZ209tx,2026-01-20,Severe,Pending
Seroprofen42,Merck & Co.,1993,Antipyretic,Pain relief,"Nausea, Constipation",250,Intramuscular,Allergic reaction,May affect fertility,344.53,NK027mV,2028-05-27,Moderate,Approved
Fenoparin44,Sanofi,2018,Anti-inflammatory,Pain relief,Fatigue,270,Oral,Allergic reaction,Use with caution in elderly,75.46,IW093Tt,2028-05-14,Mild,Pending
Rivamab24,Merck & Co.,2000,Vaccine,Inflammation reduction,Fatigue,540,Topical,Kidney impairment,May affect fertility,79.81,iI555ZY,2027-08-05,Mild,Approved
Zylodipine68,Johnson & Johnson,1995,Antihistamine,Psychosis control,"Diarrhea, Fatigue, Blurred vision",160,Rectal,Heart disease,May affect fertility,345.53,fn961Qu,2028-06-05,Mild,Approved
Cefzepam61,GlaxoSmithKline,2006,Antipsychotic,Prevent infectious disease,"Nausea, Constipation",320,Sublingual,Allergic reaction,Do not operate machinery,120.3,FB213tW,2027-08-02,Mild,Rejected
Serozole37,GlaxoSmithKline,2014,Antipyretic,Pain relief,"Blurred vision, Headache",350,Oral,Heart disease,Avoid alcohol,44.41,sO734rI,2025-09-30,Mild,Rejected
Amoxcillin91,Sanofi,2009,Antibiotic,Inflammation reduction,"Insomnia, Constipation",450,Rectal,Kidney impairment,Do not discontinue abruptly,181.5,eH644Oe,2026-02-19,Severe,Approved
Viradipine53,Moderna Therapeutics,2015,Antipsychotic,Allergy relief,Constipation,320,Topical,Heart disease,Use with caution in elderly,162.44,yt441RK,2028-07-30,Moderate,Pending
Serodipine17,Moderna Therapeutics,2004,Antipyretic,Inflammation reduction,"Dizziness, Fatigue, Headache",990,Rectal,Kidney impairment,Avoid sunlight exposure,131.06,oP072AA,2027-07-17,Severe,Pending
Virazole87,Novartis AG,2024,Antibiotic,Viral infections,Insomnia,700,Oral,Heart disease,Risk of addiction,132.68,TL707Ph,2027-11-15,Mild,Pending
Daxoprofen96,Merck & Co.,2019,Vaccine,Allergy relief,"Constipation, Dry mouth",730,Oral,Liver disease,Avoid alcohol,161.22,wd917Om,2028-04-13,Mild,Approved
Mecomab15,Novartis AG,2021,Antibiotic,Psychosis control,"Dry mouth, Dizziness",860,Rectal,Allergic reaction,Do not discontinue abruptly,230.6,ow267wD,2027-08-07,Severe,Rejected
Viradipine36,Bayer AG,2004,Analgesic,Fever reduction,"Constipation, Dry mouth, Blurred vision",950,Topical,Kidney impairment,Avoid sunlight exposure,278.92,PY285jC,2026-03-14,Moderate,Approved
Viraprofen97,Roche Holding AG,1995,Antifungal,Fungal infections,"Diarrhea, Insomnia, Constipation",570,Intravenous,Liver disease,May affect fertility,310.69,ux474WU,2026-01-28,Severe,Rejected
Mecomab61,Merck & Co.,2012,Antibiotic,Pain relief,"Fatigue, Headache, Constipation",780,Oral,Pregnancy,Avoid alcohol,393.15,ao610PT,2027-07-14,Moderate,Approved
Fenocillin92,Moderna Therapeutics,2013,Anti-inflammatory,Fungal infections,"Headache, Constipation",320,Intramuscular,Bleeding disorders,May cause drowsiness,242.21,zC841Bk,2026-09-29,Moderate,Approved
Daxostatin87,Novartis AG,2006,Antipsychotic,Psychosis control,"Headache, Fatigue",960,Oral,Diabetes,Do not discontinue abruptly,260.08,Gt871bK,2026-09-25,Moderate,Pending
Amoxmab62,Bayer AG,2018,Vaccine,Depression treatment,"Diarrhea, Constipation",710,Topical,Heart disease,Risk of addiction,269.48,gF284mO,2028-03-10,Moderate,Pending
Daxoxetine37,Sanofi,1999,Antipyretic,Psychosis control,Insomnia,440,Sublingual,Seizures,Use with caution in elderly,317.51,WD778gO,2027-03-08,Moderate,Pending
Viradipine72,Johnson & Johnson,2019,Antibiotic,Viral infections,"Dizziness, Rash, Fatigue",690,Sublingual,Bleeding disorders,Monitor blood pressure,323.82,rN246sV,2028-06-18,Severe,Rejected
Mecostatin66,Novartis AG,2012,Anti-inflammatory,Prevent infectious disease,"Dry mouth, Insomnia, Headache",990,Rectal,Asthma,Do not discontinue abruptly,69.08,DH745rN,2027-05-05,Severe,Rejected
Mecoparin77,Merck & Co.,2002,Antiviral,Psychosis control,"Constipation, Headache",320,Sublingual,Bleeding disorders,Take with food,151.3,VF488CU,2028-03-29,Mild,Approved
Fenozole11,Johnson & Johnson,2005,Antihistamine,Fever reduction,Nausea,650,Topical,Heart disease,Do not discontinue abruptly,22.5,qH265ij,2026-06-06,Moderate,Pending
Cefmab61,Novartis AG,2023,Antidepressant,Allergy relief,"Rash, Dry mouth",590,Sublingual,Diabetes,Do not operate machinery,157.84,fo677Rp,2026-08-25,Moderate,Rejected
Daxodipine69,Sanofi,2021,Antifungal,Pain relief,"Headache, Constipation, Rash",470,Intravenous,Pregnancy,Do not operate machinery,169.02,uC138HY,2028-05-04,Moderate,Pending
Loxoparin65,AstraZeneca,2017,Antidepressant,Fungal infections,"Rash, Fatigue, Insomnia",780,Rectal,Pregnancy,May cause drowsiness,298.24,Zw909yU,2027-11-27,Moderate,Pending
Serozole50,Bayer AG,2002,Anti-inflammatory,Bacterial infections,"Rash, Diarrhea",610,Inhalation,Diabetes,May cause drowsiness,106.94,Wz882VD,2028-03-24,Moderate,Pending
Viradipine63,GlaxoSmithKline,1996,Anti-inflammatory,Allergy relief,"Diarrhea, Constipation",320,Intravenous,Kidney impairment,Use with caution in elderly,117.55,Hd610QY,2026-01-23,Mild,Approved
Amoxxetine55,AstraZeneca,2012,Vaccine,Psychosis control,"Blurred vision, Insomnia, Headache",820,Topical,High blood pressure,Avoid sunlight exposure,141.51,GG630If,2027-06-25,Severe,Approved
Amoxzole35,Bayer AG,2014,Analgesic,Psychosis control,"Constipation, Insomnia, Dry mouth",60,Intramuscular,Kidney impairment,May cause drowsiness,225.11,Cj298Gr,2025-10-15,Severe,Pending
Amoxvir66,Novartis AG,1993,Antifungal,Bacterial infections,"Dizziness, Headache",360,Topical,Seizures,Risk of addiction,181.26,Sf233Dq,2026-05-17,Mild,Rejected
Seroprofen81,Merck & Co.,2006,Antipyretic,Fungal infections,"Insomnia, Dizziness, Headache",760,Inhalation,Asthma,Take with food,472.19,WW423NX,2027-06-28,Moderate,Pending
Loxostatin36,Johnson & Johnson,2003,Antibiotic,Fungal infections,"Fatigue, Rash, Dizziness",310,Intravenous,Allergic reaction,May affect fertility,9.15,KN957Sy,2026-09-03,Mild,Pending
Serozepam64,Pfizer Inc.,2013,Antihistamine,Viral infections,"Nausea, Dry mouth, Diarrhea",230,Topical,Pregnancy,May affect fertility,4.97,oD862yn,2028-02-04,Severe,Approved
Rivadipine26,Novartis AG,2008,Vaccine,Viral infections,"Blurred vision, Headache, Constipation",200,Intramuscular,High blood pressure,Take with food,144.99,LF863Tv,2026-01-26,Mild,Approved
Daxozepam23,Sanofi,2015,Antifungal,Prevent infectious disease,"Blurred vision, Headache",30,Intramuscular,Liver disease,Avoid sunlight exposure,298.46,Ir686hE,2026-07-02,Moderate,Approved
Mecozole26,AstraZeneca,1994,Antihistamine,Depression treatment,"Diarrhea, Headache, Constipation",340,Oral,Liver disease,Do not discontinue abruptly,5.65,Vh857ca,2027-10-28,Mild,Rejected
Daxomab19,Roche Holding AG,2022,Antipyretic,Allergy relief,"Dry mouth, Nausea, Rash",850,Rectal,High blood pressure,Risk of addiction,47.47,pg131Ep,2027-10-13,Moderate,Rejected
Zyloparin59,Johnson & Johnson,2017,Analgesic,Fever reduction,"Headache, Rash",50,Inhalation,Allergic reaction,May affect fertility,373.07,vO991Qj,2028-06-02,Moderate,Approved
Daxodipine45,Novartis AG,1998,Antiviral,Pain relief,Constipation,730,Sublingual,Asthma,Use with caution in elderly,327.37,WU019EK,2026-05-22,Moderate,Approved
Serostatin44,Merck & Co.,2006,Antifungal,Fungal infections,"Blurred vision, Dizziness, Insomnia",660,Oral,Bleeding disorders,Take with food,482.48,oH040UC,2026-04-07,Moderate,Approved
Serozole45,Johnson & Johnson,2005,Vaccine,Fungal infections,"Rash, Fatigue, Nausea",660,Intravenous,Asthma,Avoid sunlight exposure,235.02,DW738Al,2026-11-13,Moderate,Pending
Loxovir10,Novartis AG,2024,Vaccine,Fungal infections,"Constipation, Headache",920,Rectal,Seizures,May cause drowsiness,270.89,et957yq,2026-07-29,Moderate,Approved
Cefstatin52,Sanofi,1995,Analgesic,Fever reduction,"Blurred vision, Dry mouth, Insomnia",300,Rectal,Heart disease,May cause drowsiness,23.22,uK971GL,2025-12-04,Mild,Rejected
Amoxxetine35,Pfizer Inc.,2012,Antifungal,Inflammation reduction,"Fatigue, Insomnia, Nausea",460,Topical,High blood pressure,Do not operate machinery,319.31,AT980sC,2028-04-28,Moderate,Rejected
Mecocillin92,Sanofi,2006,Antipyretic,Fungal infections,"Fatigue, Rash",450,Intravenous,Diabetes,May affect fertility,207.67,YU383MQ,2026-01-16,Mild,Approved
Amoxxetine82,Merck & Co.,2008,Antiviral,Fungal infections,"Headache, Blurred vision, Diarrhea",880,Topical,Allergic reaction,Avoid alcohol,430.31,xD036Lf,2026-01-14,Moderate,Pending
Zyloprofen34,Pfizer Inc.,2021,Antidepressant,Prevent infectious disease,Constipation,920,Rectal,Pregnancy,Monitor blood pressure,487.71,Mw570NU,2026-03-29,Moderate,Rejected
Daxoxetine89,Sanofi,2006,Antibiotic,Bacterial infections,"Nausea, Dry mouth, Fatigue",660,Intravenous,Seizures,Avoid alcohol,281.55,QY766hh,2026-11-16,Severe,Approved
Zylodipine63,Johnson & Johnson,2008,Antipyretic,Prevent infectious disease,Nausea,130,Rectal,Kidney impairment,Avoid sunlight exposure,449.64,lP933Uz,2027-08-01,Moderate,Rejected
Amoxstatin74,Pfizer Inc.,2007,Antidepressant,Depression treatment,"Insomnia, Diarrhea",260,Intramuscular,Allergic reaction,May affect fertility,307.52,rN817KA,2027-03-20,Severe,Pending
Loxoparin30,Sanofi,2013,Antipsychotic,Inflammation reduction,"Rash, Dizziness, Insomnia",970,Intramuscular,Bleeding disorders,May cause drowsiness,399.48,AB730bH,2026-08-29,Severe,Approved
Zylovir57,Moderna Therapeutics,2008,Antihistamine,Fungal infections,"Dry mouth, Blurred vision",450,Intravenous,Asthma,Take with food,438.06,BA255rr,2027-11-28,Moderate,Rejected
Fenoxetine40,Roche Holding AG,1998,Antifungal,Bacterial infections,Blurred vision,660,Inhalation,Pregnancy,Risk of addiction,322.54,nD820qa,2028-07-12,Severe,Rejected
Fenovir72,Sanofi,2010,Antihistamine,Bacterial infections,"Dry mouth, Rash",610,Oral,Liver disease,Risk of addiction,162.64,Az988pI,2027-06-13,Moderate,Pending
Cefxetine56,Bayer AG,2014,Antifungal,Inflammation reduction,"Rash, Headache, Dizziness",880,Inhalation,Heart disease,Avoid alcohol,64.39,lJ028Yz,2026-05-08,Mild,Pending
Mecovir53,Pfizer Inc.,2006,Vaccine,Allergy relief,"Blurred vision, Fatigue, Constipation",330,Intravenous,Bleeding disorders,Monitor blood pressure,165.32,Pw467pe,2028-02-10,Mild,Rejected
Loxomab41,Bayer AG,1991,Antifungal,Bacterial infections,Blurred vision,320,Sublingual,Kidney impairment,Use with caution in elderly,289.49,Is419EY,2025-09-03,Moderate,Rejected
Fenomab14,Sanofi,2019,Antiviral,Allergy relief,"Dry mouth, Nausea, Headache",500,Rectal,Heart disease,Do not operate machinery,164.03,jB486pj,2026-03-06,Severe,Pending
Fenozepam19,Moderna Therapeutics,1998,Antipyretic,Depression treatment,"Headache, Fatigue",170,Oral,Heart disease,May cause drowsiness,9.29,ek992jR,2025-10-01,Moderate,Rejected
Zylodipine95,Sanofi,2008,Anti-inflammatory,Fever reduction,"Insomnia, Rash, Nausea",650,Rectal,Kidney impairment,Avoid sunlight exposure,103.62,Ko977Ef,2026-11-12,Mild,Approved
Amoxstatin49,Merck & Co.,1994,Antidepressant,Viral infections,Headache,490,Rectal,Allergic reaction,Monitor blood pressure,208.51,aP252EZ,2026-05-28,Severe,Rejected
Zyloprofen54,GlaxoSmithKline,1993,Antipsychotic,Inflammation reduction,"Rash, Fatigue",680,Inhalation,Heart disease,May cause drowsiness,180.69,Qd583tD,2025-09-12,Severe,Rejected
Cefxetine98,Merck & Co.,1991,Antipyretic,Bacterial infections,"Fatigue, Headache, Rash",990,Inhalation,Seizures,Take with food,194.81,zH941NW,2027-04-29,Severe,Approved
Fenoxetine11,Merck & Co.,1995,Antipsychotic,Depression treatment,Rash,670,Intramuscular,High blood pressure,Do not discontinue abruptly,314.39,ic603oB,2026-07-15,Severe,Pending
Daxovir80,Pfizer Inc.,2022,Anti-inflammatory,Prevent infectious disease,Insomnia,130,Intramuscular,Liver disease,Avoid alcohol,116.55,Ki477FB,2026-04-19,Mild,Approved
Daxostatin41,Johnson & Johnson,1995,Antidepressant,Pain relief,Constipation,840,Intramuscular,Pregnancy,Monitor blood pressure,432.87,Hi161Mr,2027-04-15,Severe,Rejected
Daxozepam97,Bayer AG,2017,Antidepressant,Psychosis control,"Insomnia, Nausea, Rash",280,Oral,Liver disease,Avoid alcohol,336.7,dV416Pz,2028-04-25,Severe,Approved
Daxoparin13,AstraZeneca,2023,Antifungal,Depression treatment,"Rash, Nausea, Diarrhea",850,Inhalation,Allergic reaction,May cause drowsiness,123.2,zZ132cx,2027-12-27,Mild,Approved
Cefparin24,GlaxoSmithKline,2011,Anti-inflammatory,Fungal infections,"Nausea, Dizziness",920,Rectal,Heart disease,Use with caution in elderly,455.54,kO529nn,2028-06-30,Severe,Approved
Rivazole65,Novartis AG,2006,Vaccine,Depression treatment,Rash,330,Sublingual,Kidney impairment,Monitor blood pressure,129.89,Yk528xL,2026-04-23,Mild,Pending
Loxozepam66,Merck & Co.,1992,Antipsychotic,Fungal infections,Constipation,640,Topical,Asthma,Do not discontinue abruptly,212.49,ZP863JM,2026-08-16,Moderate,Approved
Rivazepam22,GlaxoSmithKline,1993,Antibiotic,Prevent infectious disease,Diarrhea,680,Oral,Diabetes,Risk of addiction,474.65,qk871jV,2027-05-19,Moderate,Pending
Fenovir72,Bayer AG,2012,Antidepressant,Prevent infectious disease,Headache,70,Inhalation,Asthma,Avoid alcohol,406.77,kU621Jq,2027-09-28,Severe,Pending
Loxoparin10,Novartis AG,2014,Antidepressant,Depression treatment,"Headache, Dry mouth",390,Inhalation,Diabetes,Use with caution in elderly,153.84,xy356ze,2028-03-06,Mild,Pending
Mecodipine70,Novartis AG,2021,Antiviral,Allergy relief,"Dizziness, Headache",880,Intravenous,Kidney impairment,Do not discontinue abruptly,388.45,TB135wT,2026-03-03,Mild,Pending
Serocillin73,Johnson & Johnson,2002,Antidepressant,Allergy relief,"Insomnia, Constipation, Headache",860,Sublingual,Seizures,Use with caution in elderly,132.21,ur295zy,2027-01-02,Moderate,Rejected
